account_id,customer_id,account_type,balance,open_date,status
A1530,C1530,Savings,447470,2020-12-18,Inactive
A1531,C1531,Current,75369,2018-04-29,Inactive
A1532,C1532,Savings,257415,2022-09-05,Inactive
A1533,C1533,Current,261364,2018-12-17,Inactive
A1534,C1534,Savings,88376,2019-04-20,Inactive
A1535,C1535,Savings,431302,2023-05-13,Inactive
A1536,C1536,Savings,317350,2023-02-24,Inactive
A1537,C1537,Current,295528,2020-10-30,Active
A1538,C1538,Savings,7828,2020-09-27,Inactive
A1539,C1539,Savings,208180,2022-03-02,Active
A1540,C1540,Current,310606,2018-07-23,Inactive
A1541,C1541,Current,159681,2018-01-02,Inactive
A1542,C1542,Savings,333559,2019-11-23,Inactive
A1543,C1543,Savings,207716,2022-12-16,Active
A1544,C1544,Current,124493,2023-05-02,Inactive
A1545,C1545,Current,234838,2022-06-08,Active
A1546,C1546,Current,456001,2020-04-19,Inactive
A1547,C1547,Current,366873,2020-11-23,Inactive
A1548,C1548,Current,325195,2018-05-22,Active
A1549,C1549,Savings,299016,2021-03-30,Active
A1550,C1550,Current,84471,2020-01-09,Active
A1551,C1551,Current,201441,2019-03-25,Active
A1552,C1552,Current,46024,2020-06-20,Inactive
A1553,C1553,Savings,48967,2021-12-23,Active
A1554,C1554,Current,259141,2023-02-16,Active
A1555,C1555,Current,186583,2023-01-10,Active
A1556,C1556,Savings,288983,2022-09-27,Inactive
A1557,C1557,Savings,88560,2021-12-11,Inactive
A1558,C1558,Current,335371,2023-01-17,Inactive
A1559,C1559,Current,260938,2019-05-26,Active
A1560,C1560,Savings,405574,2020-05-01,Inactive
A1561,C1561,Current,164932,2020-09-17,Active
A1562,C1562,Current,201850,2022-10-25,Active
A1563,C1563,Savings,8610,2023-03-11,Active
A1564,C1564,Savings,365671,2020-10-06,Active
A1565,C1565,Current,487638,2023-02-19,Active
A1566,C1566,Current,255351,2020-10-01,Inactive
A1567,C1567,Savings,74981,2021-01-15,Inactive
A1568,C1568,Savings,278529,2021-06-19,Inactive
A1569,C1569,Current,306910,2022-04-12,Active
A1570,C1570,Savings,21466,2021-07-21,Inactive
A1571,C1571,Savings,188220,2022-02-17,Active
A1572,C1572,Current,439002,2020-08-19,Active
A1573,C1573,Savings,222351,2020-02-21,Inactive
A1574,C1574,Savings,113525,2021-08-15,Active
A1575,C1575,Current,67260,2019-08-15,Active
A1576,C1576,Savings,445421,2020-02-22,Inactive
A1577,C1577,Savings,108302,2022-03-14,Active
A1578,C1578,Savings,331347,2023-01-13,Inactive
A1579,C1579,Savings,390450,2023-03-14,Active
A1580,C1580,Current,242727,2021-02-02,Active
A1581,C1581,Savings,349260,2022-08-13,Inactive
A1582,C1582,Current,165976,2018-11-17,Active
A1583,C1583,Current,272538,2018-05-09,Inactive
A1584,C1584,Savings,82416,2019-02-14,Inactive
A1585,C1585,Current,424346,2019-04-13,Active
A1586,C1586,Savings,283831,2020-05-04,Inactive
A1587,C1587,Current,94444,2021-12-22,Active
A1588,C1588,Current,286920,2018-03-12,Inactive
A1589,C1589,Current,152245,2023-06-18,Inactive
A1590,C1590,Savings,202266,2021-04-19,Active
A1591,C1591,Current,126272,2020-04-23,Active
A1592,C1592,Savings,314169,2019-03-26,Inactive
A1593,C1593,Savings,293914,2018-03-01,Inactive
A1594,C1594,Savings,172122,2019-04-18,Active
A1595,C1595,Savings,320398,2022-07-25,Active
A1596,C1596,Savings,106892,2021-01-16,Inactive
A1597,C1597,Current,471301,2023-04-13,Active
A1598,C1598,Savings,292303,2021-10-13,Active
A1599,C1599,Current,389202,2018-09-15,Active
A1600,C1600,Current,124087,2019-09-14,Active
A1601,C1601,Savings,45143,2020-01-09,Active
A1602,C1602,Current,463306,2020-04-15,Active
A1603,C1603,Current,121121,2022-11-17,Inactive
A1604,C1604,Savings,406485,2020-01-14,Inactive
A1605,C1605,Savings,98088,2019-03-12,Inactive
A1606,C1606,Current,151169,2021-03-19,Inactive
A1607,C1607,Savings,281245,2022-07-05,Active
A1608,C1608,Current,361928,2023-06-04,Inactive
A1609,C1609,Savings,440850,2022-08-09,Active
A1610,C1610,Savings,377724,2020-10-08,Inactive
A1611,C1611,Savings,17436,2019-07-02,Inactive
A1612,C1612,Current,108923,2019-08-24,Active
A1613,C1613,Savings,49310,2023-04-06,Active
A1614,C1614,Savings,449462,2022-02-27,Active
A1615,C1615,Savings,230124,2022-12-14,Inactive
A1616,C1616,Savings,204889,2022-01-14,Inactive
A1617,C1617,Savings,200724,2020-03-31,Inactive
A1618,C1618,Current,498895,2018-10-25,Inactive
A1619,C1619,Current,146346,2019-04-03,Inactive
A1620,C1620,Savings,93905,2020-08-19,Inactive
A1621,C1621,Savings,457779,2020-02-25,Inactive
A1622,C1622,Savings,241831,2021-07-22,Active
A1623,C1623,Savings,396249,2022-03-07,Active
A1624,C1624,Savings,421986,2023-05-08,Inactive
A1625,C1625,Savings,366482,2019-09-07,Inactive
A1626,C1626,Savings,472501,2020-02-03,Active
A1627,C1627,Current,22776,2019-07-09,Active
A1628,C1628,Savings,370287,2018-04-02,Active
A1629,C1629,Current,21389,2019-08-30,Inactive
A1630,C1630,Savings,458126,2021-10-28,Inactive
A1631,C1631,Savings,173044,2023-06-10,Inactive
A1632,C1632,Savings,234873,2019-11-04,Inactive
A1633,C1633,Savings,195359,2022-10-05,Inactive
A1634,C1634,Savings,19758,2023-06-04,Active
A1635,C1635,Current,42851,2022-07-06,Active
A1636,C1636,Current,82681,2018-09-11,Inactive
A1637,C1637,Savings,406454,2018-08-24,Inactive
A1638,C1638,Current,100565,2022-12-30,Active
A1639,C1639,Savings,154968,2022-10-05,Inactive
A1640,C1640,Savings,337777,2022-05-29,Inactive
A1641,C1641,Savings,155557,2018-02-02,Active
A1642,C1642,Savings,471026,2018-07-28,Active
A1643,C1643,Savings,211361,2019-06-19,Active
A1644,C1644,Savings,472978,2021-07-16,Active
A1645,C1645,Current,254054,2020-11-25,Inactive
A1646,C1646,Current,461476,2018-07-07,Inactive
A1647,C1647,Current,167906,2018-09-19,Active
A1648,C1648,Current,222795,2020-10-25,Inactive
A1649,C1649,Savings,295255,2020-02-01,Active
A1650,C1650,Current,55224,2018-07-31,Active
A1651,C1651,Savings,126771,2020-09-15,Inactive
A1652,C1652,Current,264600,2019-05-17,Active
A1653,C1653,Current,454196,2018-12-18,Inactive
A1654,C1654,Savings,343771,2021-08-08,Inactive
A1655,C1655,Savings,427885,2019-05-09,Active
A1656,C1656,Current,442786,2023-02-17,Inactive
A1657,C1657,Savings,413126,2019-06-24,Inactive
A1658,C1658,Savings,338627,2022-03-15,Inactive
A1659,C1659,Savings,386941,2019-04-03,Active
A1660,C1660,Savings,85046,2022-09-23,Inactive
A1661,C1661,Current,471475,2023-05-26,Active
A1662,C1662,Savings,475165,2022-01-13,Inactive
A1663,C1663,Savings,225104,2021-11-25,Active
A1664,C1664,Current,32159,2018-01-27,Inactive
A1665,C1665,Current,53565,2018-11-04,Inactive
A1666,C1666,Savings,330964,2018-10-06,Active
A1667,C1667,Current,313614,2018-11-30,Active
A1668,C1668,Current,466975,2019-12-28,Inactive
A1669,C1669,Current,67424,2020-10-25,Inactive
A1670,C1670,Current,78812,2022-03-14,Active
A1671,C1671,Current,495322,2020-07-22,Active
A1672,C1672,Current,107036,2019-05-05,Active
A1673,C1673,Savings,24917,2018-04-04,Inactive
A1674,C1674,Current,255006,2023-06-12,Active
A1675,C1675,Savings,356209,2018-08-16,Inactive
A1676,C1676,Savings,458004,2021-06-19,Inactive
A1677,C1677,Savings,169339,2018-06-24,Active
A1678,C1678,Current,322969,2019-08-29,Inactive
A1679,C1679,Savings,72743,2018-06-17,Active
A1680,C1680,Savings,435198,2023-04-17,Active
A1681,C1681,Current,399069,2021-03-02,Inactive
A1682,C1682,Current,499540,2019-04-22,Active
A1683,C1683,Savings,420087,2022-06-26,Active
A1684,C1684,Savings,130382,2020-10-04,Active
A1685,C1685,Savings,259588,2022-04-11,Active
A1686,C1686,Current,482636,2019-01-09,Active
A1687,C1687,Current,495005,2020-09-19,Inactive
A1688,C1688,Savings,295101,2019-08-05,Inactive
A1689,C1689,Current,141385,2019-09-21,Active
A1690,C1690,Savings,375958,2022-06-16,Active
A1691,C1691,Current,334068,2021-12-10,Inactive
A1692,C1692,Current,330209,2021-01-09,Active
A1693,C1693,Current,216111,2021-08-07,Active
A1694,C1694,Current,227905,2018-12-31,Active
A1695,C1695,Current,102560,2022-06-30,Inactive
A1696,C1696,Current,29852,2018-08-28,Inactive
A1697,C1697,Savings,318087,2020-02-01,Active
A1698,C1698,Savings,49005,2022-08-28,Inactive
A1699,C1699,Current,113895,2021-04-11,Active
A1700,C1700,Current,421937,2020-02-16,Inactive
A1701,C1701,Current,227431,2020-09-05,Inactive
A1702,C1702,Current,352962,2021-02-14,Inactive
A1703,C1703,Savings,208524,2022-01-13,Inactive
A1704,C1704,Savings,81252,2019-09-14,Active
A1705,C1705,Current,151714,2021-10-26,Inactive
A1706,C1706,Current,143459,2022-06-24,Inactive
A1707,C1707,Current,320164,2023-04-13,Active
A1708,C1708,Current,181319,2019-01-24,Inactive
A1709,C1709,Current,389011,2023-01-16,Inactive
A1710,C1710,Current,243771,2021-07-24,Active
A1711,C1711,Current,262367,2022-02-16,Active
A1712,C1712,Current,492730,2021-11-23,Active
A1713,C1713,Current,94571,2023-03-24,Inactive
A1714,C1714,Savings,492626,2022-01-17,Active
A1715,C1715,Current,443865,2022-05-25,Active
A1716,C1716,Current,196414,2019-07-05,Active
A1717,C1717,Savings,23946,2020-11-05,Inactive
A1718,C1718,Current,204460,2020-10-18,Inactive
A1719,C1719,Current,472777,2020-12-26,Inactive
A1720,C1720,Savings,96188,2021-10-03,Active
A1721,C1721,Current,140057,2020-12-16,Inactive
A1722,C1722,Current,42223,2019-09-19,Active
A1723,C1723,Current,151070,2023-03-25,Inactive
A1724,C1724,Current,65883,2021-11-17,Inactive
A1725,C1725,Savings,50033,2020-06-07,Inactive
A1726,C1726,Current,428620,2021-08-16,Inactive
A1727,C1727,Savings,74179,2018-09-06,Active
A1728,C1728,Savings,211140,2023-02-25,Inactive
A1729,C1729,Current,52603,2020-06-08,Active
A1730,C1730,Current,394748,2021-06-04,Inactive
A1731,C1731,Current,230068,2021-05-30,Active
A1732,C1732,Current,31459,2020-08-09,Inactive
A1733,C1733,Current,74792,2021-09-11,Active
A1734,C1734,Current,27159,2023-01-19,Inactive
A1735,C1735,Savings,374671,2020-06-01,Inactive
A1736,C1736,Current,430290,2022-12-19,Active
A1737,C1737,Savings,442516,2019-03-12,Inactive
A1738,C1738,Current,125446,2023-02-24,Inactive
A1739,C1739,Current,230387,2018-08-19,Active
A1740,C1740,Current,93869,2019-06-29,Inactive
A1741,C1741,Current,232751,2023-02-01,Active
A1742,C1742,Current,196415,2022-05-25,Active
A1743,C1743,Savings,209145,2022-10-05,Inactive
A1744,C1744,Savings,119234,2019-01-26,Inactive
A1745,C1745,Current,73703,2018-02-14,Active
A1746,C1746,Current,162045,2019-09-09,Active
A1747,C1747,Savings,360845,2020-09-17,Inactive
A1748,C1748,Current,82872,2019-06-14,Active
A1749,C1749,Current,189371,2023-03-24,Inactive
A1750,C1750,Current,68266,2020-12-14,Active
A1751,C1751,Savings,406524,2023-05-05,Inactive
A1752,C1752,Current,305222,2022-02-28,Inactive
A1753,C1753,Current,453664,2022-09-07,Active
A1754,C1754,Savings,64175,2022-12-25,Inactive
A1755,C1755,Savings,328527,2021-04-10,Inactive
A1756,C1756,Savings,474429,2023-05-05,Active
A1757,C1757,Savings,413861,2020-06-08,Inactive
A1758,C1758,Savings,397894,2023-05-18,Active
A1759,C1759,Savings,37118,2022-10-07,Inactive
A1760,C1760,Savings,44627,2018-05-26,Active
A1761,C1761,Savings,246577,2019-10-06,Inactive
A1762,C1762,Current,239644,2020-12-10,Inactive
A1763,C1763,Current,492361,2019-10-07,Inactive
A1764,C1764,Savings,318704,2018-05-31,Active
A1765,C1765,Savings,311818,2018-02-05,Active
A1766,C1766,Current,44081,2019-03-12,Inactive
A1767,C1767,Savings,168338,2018-12-20,Active
A1768,C1768,Current,395496,2020-03-04,Active
A1769,C1769,Current,98763,2022-01-30,Active
A1770,C1770,Savings,39765,2018-03-16,Active
A1771,C1771,Savings,351258,2023-05-29,Inactive
A1772,C1772,Savings,446313,2021-02-25,Active
A1773,C1773,Current,37028,2018-10-06,Inactive
A1774,C1774,Current,35352,2019-07-23,Inactive
A1775,C1775,Current,307138,2019-04-13,Inactive
A1776,C1776,Current,399596,2020-02-10,Inactive
A1777,C1777,Current,71172,2021-07-30,Active
A1778,C1778,Current,194200,2020-10-27,Active
A1779,C1779,Current,403346,2021-12-09,Inactive
A1780,C1780,Current,63207,2018-08-17,Inactive
A1781,C1781,Current,391181,2023-03-29,Inactive
A1782,C1782,Current,359066,2022-01-17,Inactive
A1783,C1783,Savings,461798,2022-05-20,Active
A1784,C1784,Savings,466707,2022-05-17,Active
A1785,C1785,Current,294736,2020-06-15,Active
A1786,C1786,Savings,350614,2020-07-19,Inactive
A1787,C1787,Savings,31116,2020-07-23,Active
A1788,C1788,Savings,381372,2021-10-03,Inactive
A1789,C1789,Savings,255419,2021-08-25,Inactive
A1790,C1790,Current,452088,2019-10-16,Inactive
A1791,C1791,Savings,483369,2018-04-25,Inactive
A1792,C1792,Savings,389297,2019-07-27,Inactive
A1793,C1793,Savings,228525,2021-03-17,Inactive
A1794,C1794,Current,334469,2018-01-10,Inactive
A1795,C1795,Current,56865,2022-04-28,Active
A1796,C1796,Current,388164,2022-02-12,Inactive
A1797,C1797,Savings,439047,2018-11-25,Active
A1798,C1798,Current,201210,2023-05-24,Active
A1799,C1799,Savings,434180,2019-10-18,Inactive
A1800,C1800,Savings,251013,2021-06-11,Inactive
A1801,C1801,Current,319811,2019-08-30,Inactive
A1802,C1802,Savings,497833,2019-05-30,Active
A1803,C1803,Current,36602,2018-07-15,Active
A1804,C1804,Savings,424749,2020-09-25,Active
A1805,C1805,Savings,347200,2019-07-10,Inactive
A1806,C1806,Savings,255597,2022-05-03,Inactive
A1807,C1807,Current,207307,2020-10-15,Active
A1808,C1808,Savings,254189,2021-06-17,Active
A1809,C1809,Savings,309411,2023-05-21,Active
A1810,C1810,Current,429572,2023-02-04,Active
A1811,C1811,Current,340073,2022-08-27,Active
A1812,C1812,Current,269288,2021-12-31,Active
A1813,C1813,Savings,186203,2020-04-09,Active
A1814,C1814,Savings,168296,2019-02-18,Inactive
A1815,C1815,Current,260121,2019-01-23,Active
A1816,C1816,Savings,90488,2021-06-22,Inactive
A1817,C1817,Current,409293,2020-01-29,Active
A1818,C1818,Savings,430067,2023-01-19,Active
A1819,C1819,Current,242038,2022-11-24,Active
A1820,C1820,Current,449222,2020-12-19,Active
A1821,C1821,Savings,455485,2020-07-02,Inactive
A1822,C1822,Current,254104,2021-10-28,Inactive
A1823,C1823,Current,286206,2020-08-26,Inactive
A1824,C1824,Current,282980,2020-05-16,Inactive
A1825,C1825,Savings,326734,2022-05-22,Inactive
A1826,C1826,Savings,449919,2020-04-30,Active
A1827,C1827,Savings,271275,2021-04-25,Active
A1828,C1828,Current,345103,2019-08-10,Inactive
A1829,C1829,Current,306595,2019-06-16,Active
A1830,C1830,Savings,420804,2021-12-06,Inactive
A1831,C1831,Savings,208270,2020-12-26,Active
A1832,C1832,Current,280450,2021-07-12,Active
A1833,C1833,Current,126236,2019-07-29,Inactive
A1834,C1834,Savings,395128,2019-02-04,Active
A1835,C1835,Current,358307,2022-07-29,Active
A1836,C1836,Savings,293355,2021-12-03,Inactive
A1837,C1837,Savings,184509,2018-08-22,Active
A1838,C1838,Savings,227788,2021-11-27,Inactive
A1839,C1839,Current,358548,2018-05-07,Inactive
A1840,C1840,Savings,19153,2022-12-03,Inactive
A1841,C1841,Savings,476006,2023-02-23,Inactive
A1842,C1842,Savings,96358,2021-03-01,Inactive
A1843,C1843,Savings,320315,2020-09-05,Active
A1844,C1844,Savings,404071,2022-05-06,Active
A1845,C1845,Savings,324613,2023-02-14,Inactive
A1846,C1846,Savings,203581,2019-02-05,Active
A1847,C1847,Savings,269851,2020-05-23,Inactive
A1848,C1848,Savings,85514,2020-11-30,Inactive
A1849,C1849,Current,303631,2021-07-08,Active
A1850,C1850,Current,433160,2018-03-01,Inactive
A1851,C1851,Savings,267801,2018-08-11,Inactive
A1852,C1852,Savings,141364,2022-02-05,Active
A1853,C1853,Current,150064,2021-07-28,Active
A1854,C1854,Current,109607,2018-09-11,Active
A1855,C1855,Savings,112165,2018-12-09,Inactive
A1856,C1856,Current,452080,2021-03-20,Inactive
A1857,C1857,Current,401512,2022-01-14,Inactive
A1858,C1858,Savings,281588,2018-10-10,Inactive
A1859,C1859,Current,146173,2019-02-13,Active
A1860,C1860,Current,123801,2023-04-03,Active
A1861,C1861,Savings,39092,2022-03-10,Active
A1862,C1862,Current,59945,2021-06-26,Active
A1863,C1863,Savings,212634,2020-10-20,Inactive
A1864,C1864,Current,341010,2020-08-30,Active
A1865,C1865,Savings,98821,2021-08-28,Inactive
A1866,C1866,Current,124617,2018-08-06,Active
A1867,C1867,Savings,40247,2018-12-12,Inactive
A1868,C1868,Current,300998,2020-09-16,Inactive
A1869,C1869,Current,36240,2018-02-08,Active
A1870,C1870,Savings,380768,2019-12-30,Active
A1871,C1871,Current,329505,2022-05-19,Inactive
A1872,C1872,Savings,45062,2021-11-28,Active
A1873,C1873,Savings,152517,2020-02-21,Active
A1874,C1874,Savings,227898,2022-08-28,Inactive
A1875,C1875,Savings,213986,2018-01-26,Active
A1876,C1876,Current,253569,2022-04-04,Active
A1877,C1877,Current,306807,2019-07-15,Inactive
A1878,C1878,Savings,469832,2020-01-31,Inactive
A1879,C1879,Savings,185276,2019-09-25,Active
A1880,C1880,Savings,466829,2020-09-10,Active
A1881,C1881,Savings,17569,2020-05-06,Active
A1882,C1882,Current,319888,2022-09-30,Inactive
A1883,C1883,Savings,359269,2023-03-20,Active
A1884,C1884,Savings,394799,2019-07-14,Active
A1885,C1885,Savings,164775,2022-06-26,Active
A1886,C1886,Savings,468755,2019-04-08,Inactive
A1887,C1887,Savings,81795,2020-01-11,Inactive
A1888,C1888,Savings,237100,2019-12-22,Active
A1889,C1889,Savings,387488,2019-01-12,Active
A1890,C1890,Current,306731,2021-05-18,Active
A1891,C1891,Current,121087,2022-03-21,Active
A1892,C1892,Savings,160056,2023-05-13,Inactive
A1893,C1893,Current,242750,2020-10-18,Inactive
A1894,C1894,Current,151047,2019-06-01,Active
A1895,C1895,Savings,472721,2019-12-24,Active
A1896,C1896,Current,293887,2018-01-11,Active
A1897,C1897,Current,177696,2022-10-24,Inactive
A1898,C1898,Savings,71309,2020-10-02,Active
A1899,C1899,Savings,107222,2019-06-07,Inactive
A1900,C1900,Savings,254538,2019-08-13,Active
A1901,C1901,Savings,257366,2023-05-21,Inactive
A1902,C1902,Savings,103264,2023-04-07,Inactive
A1903,C1903,Savings,195502,2019-09-24,Inactive
A1904,C1904,Current,81734,2021-08-09,Active
A1905,C1905,Current,280764,2020-05-10,Active
A1906,C1906,Current,227199,2019-06-21,Inactive
A1907,C1907,Current,130806,2019-11-18,Inactive
A1908,C1908,Savings,359673,2020-01-27,Active
A1909,C1909,Current,198045,2021-07-18,Inactive
A1910,C1910,Savings,226053,2021-11-21,Active
A1911,C1911,Savings,495789,2020-03-19,Inactive
A1912,C1912,Savings,476367,2019-03-18,Inactive
A1913,C1913,Savings,358821,2018-10-23,Active
A1914,C1914,Savings,403818,2022-08-06,Inactive
A1915,C1915,Savings,348323,2022-03-03,Inactive
A1916,C1916,Current,225251,2022-04-29,Active
A1917,C1917,Savings,253173,2019-11-05,Inactive
A1918,C1918,Current,497461,2020-09-13,Inactive
A1919,C1919,Savings,319767,2020-06-17,Inactive
A1920,C1920,Savings,254881,2022-02-21,Active
A1921,C1921,Current,241993,2021-07-18,Inactive
A1922,C1922,Savings,193191,2020-05-06,Active
A1923,C1923,Savings,90749,2018-06-12,Active
A1924,C1924,Savings,169733,2022-09-12,Inactive
A1925,C1925,Current,350836,2019-08-30,Inactive
A1926,C1926,Current,481507,2020-09-04,Inactive
A1927,C1927,Savings,451473,2022-05-12,Active
A1928,C1928,Current,308232,2018-10-01,Active
A1929,C1929,Current,366278,2021-09-03,Inactive
A1930,C1930,Current,5320,2021-05-11,Active
A1931,C1931,Savings,8183,2020-09-06,Inactive
A1932,C1932,Savings,10576,2019-08-22,Inactive
A1933,C1933,Savings,405812,2021-09-23,Inactive
A1934,C1934,Current,405221,2023-05-03,Active
A1935,C1935,Current,112505,2022-03-09,Inactive
A1936,C1936,Savings,252044,2020-11-19,Inactive
A1937,C1937,Savings,358369,2022-11-06,Inactive
A1938,C1938,Savings,202934,2022-03-17,Active
A1939,C1939,Current,174612,2022-07-20,Active
A1940,C1940,Current,461003,2023-02-21,Active
A1941,C1941,Savings,329163,2018-05-07,Active
A1942,C1942,Current,376275,2018-10-16,Active
A1943,C1943,Current,43594,2021-08-27,Active
A1944,C1944,Savings,471129,2021-12-16,Inactive
A1945,C1945,Current,47157,2023-03-07,Inactive
A1946,C1946,Savings,493983,2021-04-15,Active
A1947,C1947,Savings,178951,2020-06-12,Active
A1948,C1948,Savings,320670,2021-05-16,Inactive
A1949,C1949,Savings,20428,2021-02-27,Inactive
A1950,C1950,Current,342374,2018-09-28,Inactive
A1951,C1951,Savings,22642,2019-06-03,Active
A1952,C1952,Savings,290772,2019-03-11,Inactive
A1953,C1953,Current,90909,2022-10-20,Inactive
A1954,C1954,Current,383733,2021-11-21,Inactive
A1955,C1955,Current,175293,2018-02-11,Active
A1956,C1956,Current,470415,2020-08-11,Inactive
A1957,C1957,Current,292071,2020-01-03,Inactive
A1958,C1958,Savings,126155,2022-08-15,Inactive
A1959,C1959,Current,403377,2020-06-04,Inactive
A1960,C1960,Current,99216,2019-04-09,Active
A1961,C1961,Current,383077,2022-01-26,Active
A1962,C1962,Current,243972,2019-12-30,Inactive
A1963,C1963,Savings,299195,2019-08-16,Inactive
A1964,C1964,Current,284897,2020-07-20,Active
A1965,C1965,Current,124854,2022-03-01,Inactive
A1966,C1966,Current,162006,2019-10-18,Inactive
A1967,C1967,Savings,122251,2018-03-05,Active
A1968,C1968,Savings,49666,2022-08-29,Inactive
A1969,C1969,Savings,78151,2020-01-17,Inactive
A1970,C1970,Savings,123480,2020-03-28,Inactive
A1971,C1971,Current,341869,2020-12-01,Active
A1972,C1972,Savings,311085,2022-05-21,Active
A1973,C1973,Current,309843,2023-04-16,Active
A1974,C1974,Savings,267029,2020-02-23,Active
A1975,C1975,Savings,139824,2021-07-19,Inactive
A1976,C1976,Current,169862,2020-11-06,Inactive
A1977,C1977,Savings,207148,2019-11-18,Active
A1978,C1978,Savings,401650,2020-01-08,Inactive
A1979,C1979,Current,442766,2023-04-01,Inactive
A1980,C1980,Current,358378,2022-12-07,Inactive
A1981,C1981,Savings,483825,2018-07-30,Inactive
A1982,C1982,Current,33241,2020-12-17,Active
A1983,C1983,Current,114350,2022-02-10,Inactive
A1984,C1984,Savings,258184,2021-12-05,Inactive
A1985,C1985,Savings,50761,2019-09-20,Active
A1986,C1986,Current,52676,2021-04-05,Active
A1987,C1987,Current,381131,2021-09-29,Active
A1988,C1988,Current,88802,2023-03-24,Inactive
A1989,C1989,Current,99005,2021-12-03,Active
A1990,C1990,Savings,150199,2020-01-01,Inactive
A1991,C1991,Savings,435812,2022-05-02,Active
A1992,C1992,Savings,447678,2022-12-11,Inactive
A1993,C1993,Savings,283391,2020-06-13,Inactive
A1994,C1994,Savings,230853,2023-01-08,Inactive
A1995,C1995,Current,195130,2021-08-13,Inactive
A1996,C1996,Current,191430,2022-09-11,Inactive
A1997,C1997,Current,238901,2021-10-21,Inactive
A1998,C1998,Current,203239,2018-11-28,Active
A1999,C1999,Current,438768,2019-10-23,Active
A2000,C2000,Current,461968,2022-08-10,Active
A2001,C2001,Current,254464,2023-06-04,Inactive
A2002,C2002,Savings,14864,2022-01-20,Inactive
A2003,C2003,Current,157005,2022-06-14,Active
A2004,C2004,Savings,429131,2021-12-14,Inactive
A2005,C2005,Current,425022,2018-05-08,Active
A2006,C2006,Savings,130816,2018-05-27,Inactive
A2007,C2007,Savings,357030,2020-03-03,Inactive
A2008,C2008,Savings,406912,2019-03-24,Active
A2009,C2009,Current,152518,2019-12-21,Active
A2010,C2010,Savings,450443,2020-06-14,Active
A2011,C2011,Savings,482488,2022-11-05,Active
A2012,C2012,Current,123956,2019-07-21,Inactive
A2013,C2013,Savings,163804,2019-01-10,Inactive
A2014,C2014,Current,469508,2021-08-17,Inactive
A2015,C2015,Savings,16522,2023-06-20,Inactive
A2016,C2016,Savings,33746,2019-06-06,Inactive
A2017,C2017,Savings,209438,2018-02-11,Active
A2018,C2018,Current,335221,2019-07-09,Active
A2019,C2019,Current,191460,2022-12-14,Active
A2020,C2020,Current,473720,2018-05-30,Inactive
A2021,C2021,Current,14819,2021-11-27,Inactive
A2022,C2022,Current,90263,2020-12-14,Active
A2023,C2023,Savings,321907,2022-12-24,Inactive
A2024,C2024,Savings,70793,2020-03-23,Active
A2025,C2025,Current,120985,2023-01-05,Inactive
A2026,C2026,Current,162297,2022-09-19,Inactive
A2027,C2027,Current,74020,2022-06-14,Inactive
A2028,C2028,Savings,20320,2020-07-11,Inactive
A2029,C2029,Current,447750,2021-11-11,Active
A2030,C2030,Savings,133556,2019-10-11,Active
A2031,C2031,Savings,419926,2022-12-27,Inactive
A2032,C2032,Current,56041,2018-04-23,Inactive
A2033,C2033,Current,43923,2022-11-14,Inactive
A2034,C2034,Savings,392376,2021-03-24,Active
A2035,C2035,Current,90872,2023-03-12,Active
A2036,C2036,Current,254340,2018-12-09,Inactive
A2037,C2037,Savings,161624,2020-09-22,Inactive
A2038,C2038,Savings,267977,2018-12-17,Inactive
A2039,C2039,Current,139657,2022-10-09,Active
A2040,C2040,Current,262482,2021-03-21,Inactive
A2041,C2041,Current,81125,2019-11-07,Inactive
A2042,C2042,Savings,139690,2019-07-02,Inactive
A2043,C2043,Savings,465149,2018-09-14,Active
A2044,C2044,Savings,297017,2023-05-23,Active
A2045,C2045,Current,373032,2020-02-18,Active
A2046,C2046,Savings,308757,2020-10-26,Inactive
A2047,C2047,Current,7424,2019-01-30,Inactive
A2048,C2048,Savings,332628,2018-10-15,Inactive
A2049,C2049,Current,182292,2018-06-16,Inactive
A2050,C2050,Savings,365736,2022-01-16,Active
A2051,C2051,Savings,438735,2022-06-25,Inactive
A2052,C2052,Current,387299,2022-06-15,Inactive
A2053,C2053,Current,396433,2022-07-14,Active
A2054,C2054,Current,38639,2022-01-13,Active
A2055,C2055,Current,340292,2019-09-03,Inactive
A2056,C2056,Savings,406396,2021-06-25,Active
A2057,C2057,Current,459079,2020-03-02,Inactive
A2058,C2058,Current,75205,2019-04-07,Active
A2059,C2059,Savings,59717,2021-10-27,Inactive
A2060,C2060,Savings,229744,2018-08-09,Active
A2061,C2061,Current,422920,2022-07-28,Inactive
A2062,C2062,Savings,258913,2018-11-19,Active
A2063,C2063,Savings,478342,2020-09-18,Active
A2064,C2064,Current,252758,2022-11-30,Inactive
A2065,C2065,Savings,119307,2022-03-19,Inactive
A2066,C2066,Savings,359575,2022-12-04,Active
A2067,C2067,Savings,497512,2019-07-29,Active
A2068,C2068,Savings,469792,2019-06-23,Inactive
A2069,C2069,Savings,271944,2021-08-01,Inactive
A2070,C2070,Current,67662,2018-11-28,Active
A2071,C2071,Current,225630,2021-05-28,Active
A2072,C2072,Savings,210410,2019-12-19,Inactive
A2073,C2073,Savings,94301,2018-05-25,Inactive
A2074,C2074,Savings,316908,2020-06-10,Inactive
A2075,C2075,Savings,223068,2022-12-30,Active
