payment_id,loan_id,due_date,payment_date,amount_paid,payment_status
P010051,L1905,2021-04-10,2021-04-15,28716,Delayed
P010052,L1351,2020-01-18,2020-01-18,38785,Paid
P010053,L1489,2020-11-01,2020-11-21,18786,Delayed
P010054,L2200,2022-05-04,2022-05-24,31766,Delayed
P010055,L0067,2023-02-06,2023-02-11,37438,Delayed
P010056,L5261,2021-12-26,2021-12-26,30327,Paid
P010057,L5162,2020-10-31,2020-10-31,10383,Paid
P010058,L5685,2021-05-11,2021-05-11,38243,Paid
P010059,L0143,2021-10-02,2021-10-02,45285,Paid
P010060,L3887,2022-12-31,2023-01-20,22193,Delayed
P010061,L8465,2022-07-16,2022-08-05,9191,Delayed
P010062,L2832,2023-12-30,,43913,Missed
P010063,L3954,2022-10-16,,21049,Missed
P010064,L5921,2020-10-29,2020-11-08,32357,Delayed
P010065,L0783,2022-08-01,2022-08-21,16479,Delayed
P010066,L2248,2021-10-05,2021-10-10,24335,Delayed
P010067,L7125,2020-07-20,2020-07-25,35266,Delayed
P010068,L1556,2020-01-27,2020-01-27,11151,Paid
P010069,L2383,2021-02-05,2021-02-05,16352,Paid
P010070,L3398,2022-01-09,2022-01-09,34761,Paid
P010071,L6133,2020-09-09,2020-09-29,17065,Delayed
P010072,L7247,2020-01-26,2020-02-15,42112,Delayed
P010073,L8225,2020-02-27,,39455,Missed
P010074,L8626,2021-05-01,2021-05-06,11815,Delayed
P010075,L7999,2020-07-28,2020-08-02,35469,Delayed
P010076,L1873,2021-05-14,2021-05-14,9210,Paid
P010077,L7331,2020-04-30,2020-05-05,30507,Delayed
P010078,L3875,2023-06-23,2023-07-03,37653,Delayed
P010079,L8327,2021-06-19,,8541,Missed
P010080,L1337,2021-02-22,2021-02-22,7535,Paid
P010081,L8328,2022-06-10,2022-06-10,31527,Paid
P010082,L4500,2022-04-14,2022-04-14,41646,Paid
P010083,L8717,2022-11-07,2022-11-07,21806,Paid
P010084,L6336,2020-03-21,2020-03-26,11878,Delayed
P010085,L8295,2022-10-19,2022-11-08,38890,Delayed
P010086,L2624,2020-02-26,2020-02-26,47988,Paid
P010087,L1871,2022-04-01,2022-04-01,12592,Paid
P010088,L5870,2022-07-16,2022-07-21,39660,Delayed
P010089,L0690,2021-01-20,2021-01-30,5647,Delayed
P010090,L2980,2021-01-10,2021-01-30,43192,Delayed
P010091,L4526,2023-08-15,2023-08-15,16753,Paid
P010092,L7607,2020-07-04,2020-07-04,2756,Paid
P010093,L4006,2023-06-05,2023-06-15,4209,Delayed
P010094,L4832,2020-09-07,2020-09-07,13449,Paid
P010095,L1217,2023-06-09,2023-06-09,18839,Paid
P010096,L4130,2023-01-14,2023-01-14,4733,Paid
P010097,L4450,2022-12-06,2022-12-06,42216,Paid
P010098,L7821,2021-11-18,2021-12-08,20256,Delayed
P010099,L5460,2020-07-12,2020-07-22,25870,Delayed
P010100,L1597,2020-12-11,2020-12-11,18565,Paid
P010101,L5727,2023-01-22,2023-01-22,28439,Paid
P010102,L7287,2020-08-03,2020-08-03,31442,Paid
P010103,L8078,2022-07-13,2022-07-13,22514,Paid
P010104,L0405,2020-02-08,2020-02-18,44252,Delayed
P010105,L1387,2020-01-02,2020-01-12,40475,Delayed
P010106,L1761,2023-08-05,2023-08-05,22216,Paid
P010107,L5300,2021-01-10,2021-01-10,22397,Paid
P010108,L4509,2022-07-13,2022-07-13,16574,Paid
P010109,L2350,2022-03-19,,40763,Missed
P010110,L8334,2023-10-07,2023-10-07,37491,Paid
P010111,L2298,2021-12-11,2021-12-11,20199,Paid
P010112,L5249,2021-02-26,2021-02-26,20015,Paid
P010113,L7744,2023-02-28,2023-03-05,32841,Delayed
P010114,L8519,2023-04-08,2023-04-28,39168,Delayed
P010115,L2261,2022-02-17,2022-03-09,9652,Delayed
P010116,L7362,2022-03-03,2022-03-13,20189,Delayed
P010117,L4654,2022-12-18,2022-12-28,19015,Delayed
P010118,L4830,2021-06-29,2021-06-29,5614,Paid
P010119,L2206,2022-07-23,2022-07-28,9677,Delayed
P010120,L7167,2020-12-16,2020-12-21,37811,Delayed
P010121,L1322,2020-07-05,2020-07-10,42327,Delayed
P010122,L0335,2023-08-09,2023-08-09,13456,Paid
P010123,L5549,2022-08-11,2022-08-16,30282,Delayed
P010124,L4978,2020-08-17,2020-08-17,24803,Paid
P010125,L2917,2022-06-03,2022-06-08,34826,Delayed
P010126,L3473,2022-05-07,2022-05-27,43914,Delayed
P010127,L2289,2020-12-04,2020-12-14,32962,Delayed
P010128,L4756,2021-01-23,2021-01-28,13868,Delayed
P010129,L3344,2021-09-03,2021-09-23,1199,Delayed
P010130,L0302,2022-03-06,2022-03-16,32506,Delayed
P010131,L4070,2021-03-17,2021-03-22,48787,Delayed
P010132,L6312,2023-07-20,2023-07-20,9421,Paid
P010133,L5222,2020-02-23,,39178,Missed
P010134,L3675,2023-02-06,2023-02-16,36154,Delayed
P010135,L1728,2022-10-01,2022-10-01,25783,Paid
P010136,L0380,2020-10-16,2020-11-05,22554,Delayed
P010137,L8878,2023-10-28,2023-11-17,13211,Delayed
P010138,L3482,2022-11-20,2022-11-30,6999,Delayed
P010139,L5684,2021-05-06,2021-05-06,49222,Paid
P010140,L0794,2023-02-09,2023-02-14,39567,Delayed
P010141,L6019,2020-12-30,2020-12-30,24648,Paid
P010142,L7957,2021-09-09,2021-09-09,5189,Paid
P010143,L0912,2023-09-15,2023-09-15,17446,Paid
P010144,L8824,2022-11-14,2022-11-14,43813,Paid
P010145,L5921,2021-05-24,2021-06-13,12793,Delayed
P010146,L6989,2023-09-26,2023-10-01,30936,Delayed
P010147,L0999,2022-07-07,2022-07-17,40035,Delayed
P010148,L3555,2020-05-30,2020-06-04,34983,Delayed
P010149,L8244,2021-01-29,2021-02-08,5731,Delayed
P010150,L2737,2023-02-19,2023-02-19,13097,Paid
P010151,L0209,2023-04-13,2023-04-23,30970,Delayed
P010152,L1111,2021-04-16,2021-04-16,22316,Paid
P010153,L4396,2020-03-29,2020-03-29,18663,Paid
P010154,L0688,2021-12-12,2021-12-17,1863,Delayed
P010155,L7292,2021-10-25,2021-10-25,48391,Paid
P010156,L2148,2023-01-28,2023-01-28,39886,Paid
P010157,L4770,2022-03-29,2022-04-18,28842,Delayed
P010158,L8417,2023-12-18,2023-12-18,49984,Paid
P010159,L8206,2020-04-11,2020-04-11,18856,Paid
P010160,L6783,2023-07-18,2023-08-07,10188,Delayed
P010161,L8867,2020-05-10,2020-05-10,40461,Paid
P010162,L2440,2020-10-17,2020-10-22,34323,Delayed
P010163,L6581,2022-11-24,2022-11-24,36605,Paid
P010164,L2914,2020-05-21,2020-05-21,49964,Paid
P010165,L6569,2023-05-19,2023-05-19,27922,Paid
P010166,L2698,2023-01-10,2023-01-30,24927,Delayed
P010167,L4462,2021-12-16,2021-12-16,22046,Paid
P010168,L6159,2021-04-08,2021-04-08,47592,Paid
P010169,L7582,2023-09-28,,38426,Missed
P010170,L8821,2020-02-15,2020-02-15,22143,Paid
P010171,L5749,2020-06-06,2020-06-06,7088,Paid
P010172,L8364,2022-05-01,2022-05-21,17032,Delayed
P010173,L2096,2021-12-24,2021-12-24,37569,Paid
P010174,L1197,2022-12-16,,7070,Missed
P010175,L1370,2020-03-10,,37356,Missed
P010176,L4655,2021-01-04,2021-01-14,35453,Delayed
P010177,L6529,2023-03-07,2023-03-07,8285,Paid
P010178,L1662,2022-09-08,2022-09-08,3147,Paid
P010179,L3565,2022-12-30,2022-12-30,25875,Paid
P010180,L2598,2021-01-01,,13448,Missed
P010181,L1055,2020-06-09,2020-06-09,45882,Paid
P010182,L7503,2020-08-13,2020-08-18,14314,Delayed
P010183,L4977,2023-08-11,2023-08-21,34952,Delayed
P010184,L3752,2020-10-21,2020-10-26,20274,Delayed
P010185,L8413,2022-10-18,2022-10-18,42325,Paid
P010186,L5426,2022-07-16,2022-07-16,36223,Paid
P010187,L7783,2020-03-23,2020-04-12,27566,Delayed
P010188,L4784,2023-02-17,,5427,Missed
P010189,L6207,2023-05-12,2023-05-22,11852,Delayed
P010190,L4858,2021-04-22,2021-04-22,48740,Paid
P010191,L8202,2022-12-10,2022-12-10,27620,Paid
P010192,L3017,2021-11-11,2021-11-21,13672,Delayed
P010193,L0621,2020-07-30,2020-07-30,29003,Paid
P010194,L3081,2020-01-14,2020-01-19,9278,Delayed
P010195,L6857,2022-12-18,2022-12-23,16244,Delayed
P010196,L2110,2022-11-17,2022-12-07,3045,Delayed
P010197,L3744,2020-02-08,2020-02-08,24867,Paid
P010198,L5615,2021-05-07,2021-05-07,5575,Paid
P010199,L8770,2021-07-20,2021-07-20,13682,Paid
P010200,L8815,2023-02-25,2023-02-25,16348,Paid
P010201,L1496,2023-01-03,,31112,Missed
P010202,L4877,2023-04-17,,42295,Missed
P010203,L2682,2021-06-23,,35155,Missed
P010204,L0517,2021-05-01,2021-05-11,1597,Delayed
P010205,L3090,2020-10-19,2020-10-19,36606,Paid
P010206,L2683,2023-06-02,2023-06-02,11677,Paid
P010207,L1675,2023-10-17,2023-10-22,28063,Delayed
P010208,L0944,2023-09-07,2023-09-27,30090,Delayed
P010209,L5316,2020-03-30,2020-03-30,21013,Paid
P010210,L3149,2020-08-09,2020-08-09,25179,Paid
P010211,L1624,2020-07-09,2020-07-29,49229,Delayed
P010212,L1651,2022-08-30,2022-08-30,22852,Paid
P010213,L6745,2020-11-16,2020-11-26,22170,Delayed
P010214,L4004,2020-05-28,2020-05-28,8305,Paid
P010215,L2440,2022-12-19,2022-12-19,14917,Paid
P010216,L4743,2022-07-14,2022-07-14,15770,Paid
P010217,L4853,2021-09-21,2021-09-21,4733,Paid
P010218,L3357,2020-05-18,,43785,Missed
P010219,L5511,2022-10-29,2022-11-18,31238,Delayed
P010220,L4320,2023-09-22,2023-10-12,48216,Delayed
P010221,L5874,2022-09-13,2022-09-13,43946,Paid
P010222,L3837,2020-05-22,2020-05-22,6491,Paid
P010223,L4245,2023-12-02,2023-12-02,45714,Paid
P010224,L5561,2023-02-15,,49061,Missed
P010225,L2522,2023-03-04,2023-03-04,5046,Paid
P010226,L6169,2023-06-28,2023-06-28,3809,Paid
P010227,L5284,2020-01-01,2020-01-21,2567,Delayed
P010228,L4642,2022-10-14,2022-10-19,19860,Delayed
P010229,L6033,2020-06-27,2020-07-02,12719,Delayed
P010230,L8564,2022-01-10,2022-01-30,48266,Delayed
P010231,L5875,2021-05-27,2021-06-06,46908,Delayed
P010232,L1062,2023-04-15,2023-04-15,44542,Paid
P010233,L8753,2022-10-11,2022-10-16,37977,Delayed
P010234,L6460,2023-05-02,2023-05-22,10895,Delayed
P010235,L2494,2021-12-26,2021-12-26,23861,Paid
P010236,L3600,2023-06-13,2023-06-23,41340,Delayed
P010237,L4841,2020-12-02,2020-12-12,39979,Delayed
P010238,L8836,2020-12-16,2020-12-16,11237,Paid
P010239,L1466,2021-05-15,,40389,Missed
P010240,L1944,2023-02-14,2023-02-14,34454,Paid
P010241,L0556,2020-02-15,2020-02-15,12712,Paid
P010242,L5835,2023-12-13,2024-01-02,49053,Delayed
P010243,L4874,2020-07-18,2020-07-28,48545,Delayed
P010244,L3581,2021-05-20,2021-05-25,13326,Delayed
P010245,L8119,2022-05-22,2022-06-11,44562,Delayed
P010246,L5983,2022-10-13,2022-10-13,5690,Paid
P010247,L1558,2020-11-22,2020-12-02,34322,Delayed
P010248,L7615,2020-05-13,2020-05-13,24963,Paid
P010249,L1049,2020-10-30,2020-10-30,20463,Paid
P010250,L6769,2021-03-09,2021-03-29,40987,Delayed
P010251,L5736,2021-08-23,2021-09-12,16091,Delayed
P010252,L2778,2022-11-03,2022-11-23,9004,Delayed
P010253,L4351,2020-07-17,2020-07-27,32289,Delayed
P010254,L0932,2021-06-24,2021-06-29,16096,Delayed
P010255,L0021,2020-08-07,2020-08-12,8647,Delayed
P010256,L1114,2020-10-28,2020-11-17,8977,Delayed
P010257,L0909,2022-10-03,2022-10-13,8240,Delayed
P010258,L7910,2022-04-22,2022-05-12,7747,Delayed
P010259,L0401,2021-11-19,2021-12-09,42711,Delayed
P010260,L6250,2020-05-08,2020-05-18,28833,Delayed
P010261,L7210,2021-02-25,2021-02-25,31999,Paid
P010262,L1767,2020-11-20,2020-11-20,45822,Paid
P010263,L4251,2022-09-27,2022-10-07,15294,Delayed
P010264,L2857,2020-07-23,2020-07-28,12172,Delayed
P010265,L3317,2023-03-24,,12925,Missed
P010266,L8928,2023-03-27,2023-03-27,7850,Paid
P010267,L1387,2022-12-10,2022-12-10,34093,Paid
P010268,L8043,2022-04-26,2022-05-01,16557,Delayed
P010269,L0612,2020-08-19,2020-08-19,29760,Paid
P010270,L1883,2022-07-23,2022-07-23,31542,Paid
P010271,L5708,2022-08-07,,29592,Missed
P010272,L2594,2023-07-01,,47284,Missed
P010273,L5308,2021-01-05,2021-01-25,6951,Delayed
P010274,L2429,2020-04-11,,26645,Missed
P010275,L1896,2022-06-24,2022-06-24,18386,Paid
P010276,L6873,2023-06-13,2023-06-13,17002,Paid
P010277,L0057,2021-02-20,2021-03-12,9864,Delayed
P010278,L1364,2021-03-10,2021-03-30,31389,Delayed
P010279,L0821,2021-12-13,2021-12-13,37170,Paid
P010280,L7211,2022-12-22,2022-12-22,39793,Paid
P010281,L3720,2021-06-28,2021-07-08,12203,Delayed
P010282,L5366,2021-09-20,,10077,Missed
P010283,L3888,2023-02-27,2023-03-09,16394,Delayed
P010284,L0289,2020-06-08,2020-06-28,36125,Delayed
P010285,L0124,2022-01-21,2022-01-21,39704,Paid
P010286,L5883,2021-02-14,2021-02-19,12462,Delayed
P010287,L0551,2022-06-27,2022-06-27,20621,Paid
P010288,L3661,2023-10-27,2023-10-27,29624,Paid
P010289,L5330,2022-07-10,,45455,Missed
P010290,L4303,2022-12-19,2022-12-19,2531,Paid
P010291,L5205,2022-11-02,,44050,Missed
P010292,L1532,2023-01-25,,35462,Missed
P010293,L2172,2022-03-25,2022-03-25,7144,Paid
P010294,L8496,2020-01-27,2020-02-06,10919,Delayed
P010295,L1142,2023-06-13,2023-06-23,5363,Delayed
P010296,L4528,2020-12-19,2020-12-19,23886,Paid
P010297,L7001,2020-02-19,2020-02-24,22245,Delayed
P010298,L0786,2020-04-08,2020-04-18,36444,Delayed
P010299,L7773,2023-11-23,2023-11-23,15273,Paid
P010300,L6773,2023-05-17,2023-05-27,13801,Delayed
P010301,L2793,2023-03-03,2023-03-08,48355,Delayed
P010302,L8220,2021-08-04,2021-08-04,29547,Paid
P010303,L5733,2020-03-03,2020-03-03,5621,Paid
P010304,L0892,2020-01-25,,46349,Missed
P010305,L1065,2023-06-18,2023-06-28,15632,Delayed
P010306,L3890,2021-04-13,2021-04-23,23483,Delayed
P010307,L3496,2020-08-10,2020-08-10,48130,Paid
P010308,L3946,2023-09-30,2023-09-30,29209,Paid
P010309,L1672,2022-05-28,2022-06-07,33123,Delayed
P010310,L8151,2022-08-21,,30698,Missed
P010311,L3125,2022-02-10,2022-02-20,6387,Delayed
P010312,L6169,2023-10-10,2023-10-20,5951,Delayed
P010313,L0884,2020-08-31,2020-08-31,13295,Paid
P010314,L0606,2022-07-04,2022-07-04,39090,Paid
P010315,L3979,2020-10-16,,23437,Missed
P010316,L5644,2020-07-31,2020-07-31,49158,Paid
P010317,L8010,2020-08-04,2020-08-04,23399,Paid
P010318,L2416,2021-02-04,2021-02-09,17583,Delayed
P010319,L0705,2021-03-30,,44873,Missed
P010320,L6868,2020-04-26,2020-05-01,10055,Delayed
P010321,L3324,2023-05-19,2023-05-29,39960,Delayed
P010322,L8069,2020-08-10,,40372,Missed
P010323,L0760,2020-10-17,2020-10-17,36633,Paid
P010324,L7006,2022-10-21,2022-10-26,27357,Delayed
P010325,L1322,2021-04-03,2021-04-03,8837,Paid
P010326,L2415,2022-04-09,2022-04-09,35499,Paid
P010327,L2849,2023-08-29,2023-09-08,1453,Delayed
P010328,L7722,2023-04-03,2023-04-08,16145,Delayed
P010329,L0937,2021-10-09,2021-10-29,40131,Delayed
P010330,L6562,2022-08-10,2022-08-10,7379,Paid
P010331,L0919,2023-02-11,2023-02-16,11434,Delayed
P010332,L4254,2022-06-22,2022-07-12,30696,Delayed
P010333,L4588,2020-01-22,2020-01-22,31231,Paid
P010334,L3603,2021-11-19,2021-11-29,11736,Delayed
P010335,L4418,2020-10-08,,1046,Missed
P010336,L2801,2023-06-03,2023-06-23,16216,Delayed
P010337,L5800,2022-07-26,2022-08-05,6383,Delayed
P010338,L2462,2020-08-18,2020-09-07,44968,Delayed
P010339,L3015,2020-05-19,2020-05-29,4156,Delayed
P010340,L6818,2023-09-06,2023-09-11,7451,Delayed
P010341,L2235,2020-05-16,2020-05-26,22725,Delayed
P010342,L4080,2023-04-01,2023-04-11,39514,Delayed
P010343,L7245,2022-07-06,2022-07-06,25221,Paid
P010344,L7934,2021-01-15,2021-01-15,43613,Paid
P010345,L4764,2021-01-02,2021-01-02,40396,Paid
P010346,L0388,2022-11-22,2022-12-12,6294,Delayed
P010347,L0104,2023-03-17,2023-03-17,33257,Paid
P010348,L1627,2024-01-29,2024-01-29,10477,Paid
P010349,L7107,2022-05-29,2022-05-29,1805,Paid
P010350,L4223,2022-05-15,2022-05-25,38875,Delayed
P010351,L0052,2022-03-24,2022-03-24,14879,Paid
P010352,L4268,2020-09-17,2020-09-27,48458,Delayed
P010353,L0700,2021-08-19,2021-08-29,1253,Delayed
P010354,L1476,2023-01-30,2023-01-30,14434,Paid
P010355,L0852,2022-01-05,,29673,Missed
P010356,L2762,2021-10-24,2021-10-24,29598,Paid
P010357,L0095,2020-07-01,2020-07-21,35941,Delayed
P010358,L8821,2021-11-25,2021-12-05,3987,Delayed
P010359,L7512,2022-11-06,2022-11-26,16735,Delayed
P010360,L3932,2023-01-04,2023-01-04,42631,Paid
P010361,L6308,2021-01-15,2021-01-15,49271,Paid
P010362,L3505,2021-05-10,2021-05-10,20636,Paid
P010363,L2949,2021-03-23,,37335,Missed
P010364,L0849,2021-08-14,2021-08-14,31168,Paid
P010365,L4938,2020-03-10,2020-03-10,17493,Paid
P010366,L2220,2020-06-04,2020-06-09,21731,Delayed
P010367,L3725,2020-09-09,2020-09-14,24122,Delayed
P010368,L7386,2023-08-16,2023-08-21,30869,Delayed
P010369,L4552,2020-01-25,2020-02-04,46419,Delayed
P010370,L3849,2020-10-19,2020-11-08,1378,Delayed
P010371,L4052,2021-05-18,2021-05-18,36881,Paid
P010372,L7949,2020-05-14,2020-05-14,32679,Paid
P010373,L3664,2021-12-20,2022-01-09,23049,Delayed
P010374,L7447,2022-04-30,2022-04-30,19710,Paid
P010375,L2817,2022-09-04,2022-09-09,15290,Delayed
P010376,L4975,2022-09-10,2022-09-10,8010,Paid
P010377,L7035,2020-10-06,2020-10-06,36663,Paid
P010378,L3444,2020-12-07,2020-12-07,32351,Paid
P010379,L2495,2022-03-25,2022-03-25,42354,Paid
P010380,L0784,2022-08-08,2022-08-13,1000,Delayed
P010381,L2026,2021-06-21,2021-06-21,29266,Paid
P010382,L8115,2022-07-07,2022-07-27,16517,Delayed
P010383,L0822,2022-05-18,2022-05-23,5987,Delayed
P010384,L5038,2022-07-19,2022-07-19,32181,Paid
P010385,L8943,2022-05-22,2022-05-22,48780,Paid
P010386,L4465,2023-09-18,2023-09-18,30328,Paid
P010387,L6129,2020-05-07,2020-05-07,13621,Paid
P010388,L7511,2021-01-29,2021-01-29,10052,Paid
P010389,L3784,2022-08-22,,14640,Missed
P010390,L3695,2024-01-06,2024-01-06,35788,Paid
P010391,L0133,2020-11-21,,18550,Missed
P010392,L1215,2022-09-20,2022-09-30,39726,Delayed
P010393,L2129,2023-04-21,2023-04-26,3280,Delayed
P010394,L7021,2023-11-19,2023-12-09,13588,Delayed
P010395,L1808,2022-03-24,2022-04-13,21943,Delayed
P010396,L2410,2020-09-20,2020-09-20,3487,Paid
P010397,L7000,2023-06-24,2023-07-14,27870,Delayed
P010398,L2284,2021-07-24,2021-08-03,34421,Delayed
P010399,L2411,2020-03-30,,13526,Missed
P010400,L1172,2023-07-16,2023-07-16,18639,Paid
P010401,L5601,2020-12-02,2020-12-22,8248,Delayed
P010402,L0661,2022-06-11,2022-07-01,4835,Delayed
P010403,L1435,2020-08-09,2020-08-09,6337,Paid
P010404,L4042,2023-02-10,2023-02-10,11989,Paid
P010405,L1923,2022-03-29,2022-04-08,4788,Delayed
P010406,L5619,2020-10-27,2020-11-01,13690,Delayed
P010407,L0232,2023-01-31,,26936,Missed
P010408,L2752,2022-04-03,2022-04-03,41963,Paid
P010409,L3413,2020-09-19,2020-10-09,17429,Delayed
P010410,L7200,2022-05-09,2022-05-09,43615,Paid
P010411,L7808,2021-10-31,2021-11-20,13765,Delayed
P010412,L0395,2020-03-21,2020-04-10,38038,Delayed
P010413,L4109,2023-11-07,,39786,Missed
P010414,L1286,2021-04-17,2021-05-07,33278,Delayed
P010415,L7939,2022-04-10,2022-04-10,22157,Paid
P010416,L2439,2022-01-01,2022-01-06,47257,Delayed
P010417,L2147,2023-03-26,2023-03-26,18987,Paid
P010418,L8614,2021-07-18,2021-08-07,25601,Delayed
P010419,L4828,2022-08-02,2022-08-12,26767,Delayed
P010420,L6310,2023-11-22,2023-12-02,35739,Delayed
P010421,L4800,2020-05-06,2020-05-26,12722,Delayed
P010422,L8125,2023-08-26,2023-08-26,15601,Paid
P010423,L2138,2021-11-27,2021-11-27,25703,Paid
P010424,L4991,2023-06-10,2023-06-10,12877,Paid
P010425,L5395,2022-05-07,2022-05-07,14529,Paid
P010426,L0252,2022-12-09,2022-12-09,48090,Paid
P010427,L8760,2020-06-09,2020-06-19,6695,Delayed
P010428,L8790,2021-12-19,2021-12-19,29377,Paid
P010429,L4855,2020-02-25,,32678,Missed
P010430,L3147,2021-02-06,2021-02-11,34432,Delayed
P010431,L8547,2021-04-08,2021-04-08,33895,Paid
P010432,L8047,2022-03-13,2022-03-13,41087,Paid
P010433,L3424,2023-01-31,2023-02-05,26287,Delayed
P010434,L3539,2020-03-05,,6776,Missed
P010435,L0267,2020-04-11,2020-05-01,39921,Delayed
P010436,L4900,2020-02-20,2020-03-11,45093,Delayed
P010437,L1023,2022-12-24,,23561,Missed
P010438,L5150,2022-07-06,2022-07-06,4811,Paid
P010439,L6172,2022-12-21,2022-12-21,3408,Paid
P010440,L0587,2020-06-12,2020-07-02,43015,Delayed
P010441,L2024,2023-03-09,2023-03-09,15790,Paid
P010442,L0242,2022-02-05,2022-02-05,41868,Paid
P010443,L2416,2023-09-08,2023-09-13,3903,Delayed
P010444,L1597,2020-06-24,2020-06-24,47338,Paid
P010445,L6867,2020-03-20,2020-03-20,38382,Paid
P010446,L3086,2022-10-29,2022-10-29,15756,Paid
P010447,L5618,2023-05-05,2023-05-15,10377,Delayed
P010448,L5444,2020-06-12,2020-06-22,2324,Delayed
P010449,L6283,2020-12-21,2020-12-26,29297,Delayed
P010450,L0653,2021-12-19,2021-12-19,43844,Paid
P010451,L6612,2023-09-27,,7777,Missed
P010452,L2584,2022-04-27,2022-04-27,17498,Paid
P010453,L1742,2023-01-20,2023-01-20,10867,Paid
P010454,L0905,2020-03-26,2020-03-26,29514,Paid
P010455,L2256,2024-02-08,,5760,Missed
P010456,L8979,2022-11-08,2022-11-08,33452,Paid
P010457,L1502,2021-10-14,,21484,Missed
P010458,L1031,2020-05-22,2020-05-22,30388,Paid
P010459,L1834,2020-08-25,2020-09-14,47221,Delayed
P010460,L2274,2020-12-16,2021-01-05,45704,Delayed
P010461,L5581,2023-03-14,,43968,Missed
P010462,L5918,2023-01-11,2023-01-11,24780,Paid
P010463,L6560,2023-01-03,2023-01-23,33201,Delayed
P010464,L6030,2021-12-26,2021-12-31,41338,Delayed
P010465,L3554,2021-09-05,2021-09-15,12229,Delayed
P010466,L0591,2020-05-22,2020-05-22,20154,Paid
P010467,L0706,2021-09-12,2021-09-12,27959,Paid
P010468,L5445,2023-04-15,2023-04-20,47040,Delayed
P010469,L7839,2022-05-07,2022-05-27,13589,Delayed
P010470,L4150,2020-11-19,2020-11-24,20616,Delayed
P010471,L7837,2021-01-29,2021-01-29,12794,Paid
P010472,L1033,2020-06-28,2020-07-08,47565,Delayed
P010473,L5469,2021-08-20,2021-08-20,27616,Paid
P010474,L8076,2023-03-04,2023-03-04,1071,Paid
P010475,L6829,2023-08-31,,2530,Missed
P010476,L8402,2021-01-12,2021-02-01,34068,Delayed
P010477,L6365,2022-04-29,2022-04-29,9036,Paid
P010478,L3125,2021-06-14,2021-07-04,3802,Delayed
P010479,L8807,2022-11-11,2022-11-11,34269,Paid
P010480,L5306,2022-04-22,2022-04-22,11786,Paid
P010481,L8479,2021-06-20,2021-06-20,48844,Paid
P010482,L7164,2020-11-27,,38217,Missed
P010483,L3181,2020-05-17,2020-06-06,10610,Delayed
P010484,L8770,2020-02-29,,4781,Missed
P010485,L3134,2022-04-12,2022-04-12,8679,Paid
P010486,L8169,2022-09-03,2022-09-13,15793,Delayed
P010487,L6174,2020-09-12,2020-09-12,29050,Paid
P010488,L6614,2023-02-09,2023-02-09,27033,Paid
P010489,L3263,2023-01-11,2023-01-11,36463,Paid
P010490,L1864,2023-04-06,2023-04-06,19000,Paid
P010491,L3676,2020-04-06,2020-04-06,4484,Paid
P010492,L3859,2023-01-23,2023-01-23,31564,Paid
P010493,L0081,2020-10-06,2020-10-06,15500,Paid
P010494,L7753,2020-03-09,2020-03-09,20212,Paid
P010495,L7129,2021-08-04,2021-08-04,7420,Paid
P010496,L7566,2023-03-13,2023-03-23,47580,Delayed
P010497,L7266,2021-10-12,2021-10-12,6725,Paid
P010498,L7659,2021-12-17,2021-12-17,41861,Paid
P010499,L3589,2020-09-28,2020-09-28,47414,Paid
P010500,L5799,2020-10-31,2020-10-31,33555,Paid
P010501,L8572,2023-05-10,2023-05-10,16437,Paid
P010502,L0557,2021-08-18,2021-08-23,40033,Delayed
P010503,L5526,2022-10-15,2022-11-04,16946,Delayed
P010504,L0514,2023-07-31,2023-08-05,6808,Delayed
P010505,L6732,2020-12-22,2020-12-27,15782,Delayed
P010506,L3658,2022-10-18,2022-10-28,29957,Delayed
P010507,L5298,2021-02-03,2021-02-13,22698,Delayed
P010508,L2439,2023-09-10,,10050,Missed
P010509,L5661,2022-05-11,2022-05-16,9115,Delayed
P010510,L1387,2021-10-13,2021-10-13,10151,Paid
P010511,L8226,2023-03-06,,30350,Missed
P010512,L0829,2022-05-13,2022-06-02,5000,Delayed
P010513,L4858,2022-09-20,2022-10-10,2691,Delayed
P010514,L4906,2023-05-10,2023-05-10,29163,Paid
P010515,L5780,2020-02-01,2020-02-21,1878,Delayed
P010516,L8834,2022-01-25,2022-01-25,19094,Paid
P010517,L3846,2022-06-05,2022-06-05,34849,Paid
P010518,L3111,2021-03-25,2021-03-30,9534,Delayed
P010519,L5865,2023-11-13,2023-11-13,23989,Paid
P010520,L8099,2023-03-22,2023-03-22,49553,Paid
P010521,L4962,2020-03-13,2020-04-02,47596,Delayed
P010522,L4359,2022-01-07,2022-01-07,19415,Paid
P010523,L0549,2021-11-29,2021-12-09,1326,Delayed
P010524,L5013,2020-11-18,,46020,Missed
P010525,L0822,2021-11-05,2021-11-15,38190,Delayed
P010526,L2751,2022-08-17,2022-08-17,1041,Paid
P010527,L6548,2020-11-20,2020-12-10,2970,Delayed
P010528,L0615,2022-03-29,2022-04-03,39728,Delayed
P010529,L8645,2022-09-06,,27100,Missed
P010530,L8847,2022-01-28,2022-01-28,37527,Paid
P010531,L7401,2021-02-20,2021-02-20,39956,Paid
P010532,L5329,2022-04-25,2022-05-05,38433,Delayed
P010533,L7749,2021-04-11,2021-04-16,6475,Delayed
P010534,L3703,2021-04-08,2021-04-08,18008,Paid
